election_year,start_index,end_index,start_party,end_party,interval_size,vote_share,seat_share,seats,seat_diff,majority_status,coalition_inversion,minimal_ideological_interval_inversion
2014,9,14,PPS,PMN,6,0.12166785403502307,0.12085769980506822,62,-0.41560911996683814,neither,false,false
2014,9,15,PPS,PHS,7,0.13135471727625786,0.13060428849902533,67,-0.3849699627202767,neither,false,false
2014,9,16,PPS,PMDB,8,0.2422058267077946,0.2573099415204678,132,7.748410898901369,neither,false,false
2014,9,17,PPS,PSD,9,0.3035065436668229,0.32748538011695905,168,12.301143098919852,neither,false,false
2014,9,18,PPS,PSDB,10,0.4174059292106318,0.4327485380116959,222,7.870758314945874,neither,false,false
2014,9,19,PPS,PTN,11,0.4248342006953208,0.4405458089668616,226,8.060055043300423,neither,false,false
2014,9,20,PPS,PPL,12,0.42628511216753423,0.4405458089668616,226,7.31573745805494,neither,false,false
2014,9,21,PPS,PRTB,13,0.4309503923122708,0.442495126705653,227,5.9224487438050915,neither,false,false
2014,9,22,PPS,PROS,14,0.4512586436694586,0.46393762183235865,238,6.5043157975677275,neither,false,false
2014,9,23,PPS,PRP,15,0.4587037914730401,0.4697855750487329,241,5.684954974330452,neither,false,false
2014,9,24,PPS,PR,16,0.5165898631522617,0.5360623781676414,275,9.989400202889726,votes+seats,false,false
2014,9,25,PPS,PRB,17,0.5620401010508369,0.5769980506822612,296,7.6734281609206505,votes+seats,false,false
2014,9,26,PPS,PTC,18,0.5655131201104769,0.580896686159844,298,7.891769383325311,votes+seats,false,false
